Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2017-01-30,2017,1,30,Monday,05,2017-05,228.17,228.2,226.41,227.55,79737300,198.13,-0.0062015569140008164,197.89642857142857,197.68894736842105
2017-01-31,2017,1,31,Tuesday,05,2017-05,226.98,227.6,226.32,227.53,75880800,198.11,-8.795059179123044e-05,197.9628571428571,197.70999999999998
2017-02-01,2017,2,1,Wednesday,05,2017-05,227.53,228.59,226.94,227.62,79117700,198.19,0.0003955043897907462,197.99499999999998,197.73285714285717
2017-02-02,2017,2,2,Thursday,05,2017-05,227.62,228.1,226.82,227.77,69657600,198.32,0.000658810725379988,198.07214285714284,197.75954545454545
2017-02-03,2017,2,3,Friday,05,2017-05,228.82,229.55,228.46,229.34,80563200,199.69,0.006893146193312383,198.215,197.84347826086955
2017-02-06,2017,2,6,Monday,06,2017-06,228.87,229.33,228.54,228.93,57790100,199.33,-0.0017876158886148685,198.3814285714286,197.90541666666664
2017-02-07,2017,2,7,Tuesday,06,2017-06,229.38,229.66,228.72,228.94,57931200,199.34,4.371020820914673e-05,198.51785714285714,197.9628
2017-02-08,2017,2,8,Wednesday,06,2017-06,228.94,229.39,228.31,229.24,51566200,199.6,0.001310100727341279,198.725,198.02576923076924
2017-02-09,2017,2,9,Thursday,06,2017-06,229.24,230.95,229.24,230.6,65955200,200.78,0.00593272866989647,198.96499999999997,198.12777777777777
2017-02-10,2017,2,10,Friday,06,2017-06,231.0,231.77,230.62,231.51,66015900,201.58,0.003946239881713831,199.29857142857145,198.2510714285714
2017-02-13,2017,2,13,Monday,07,2017-07,232.08,233.07,232.05,232.77,55182100,202.67,0.005442855467786334,199.61999999999998,198.40344827586208
2017-02-14,2017,2,14,Tuesday,07,2017-07,232.56,233.71,232.16,233.7,71109000,203.48,0.0039952020834739255,199.87642857142856,198.57266666666666
2017-02-15,2017,2,15,Wednesday,07,2017-07,233.45,235.14,233.39,234.92,86785800,204.55,0.005220352475775458,200.2242857142857,198.76548387096773
2017-02-16,2017,2,16,Thursday,07,2017-07,234.95,235.16,233.85,234.72,84722400,204.37,-0.0008514660897326332,200.58142857142857,198.940625
2017-02-17,2017,2,17,Friday,07,2017-07,233.95,235.09,233.93,235.09,77204100,204.69,0.001576412791088444,201.04999999999998,199.1148484848485
2017-02-21,2017,2,21,Tuesday,08,2017-08,235.52,236.69,235.51,236.49,88946100,205.91,0.005955207429637177,201.60714285714286,199.31470588235294
2017-02-22,2017,2,22,Wednesday,08,2017-08,236.02,236.54,235.83,236.28,62115200,205.73,-0.0008881263180172683,202.1457142857143,199.49800000000002
2017-02-23,2017,2,23,Thursday,08,2017-08,236.88,236.9,235.56,236.44,74615900,205.87,0.0006770890466660795,202.685,199.675
2017-02-24,2017,2,24,Friday,08,2017-08,235.46,236.79,235.41,236.74,82381600,206.13,0.0012689145725499618,203.14499999999998,199.84945945945947
2017-02-27,2017,2,27,Monday,09,2017-09,236.64,237.31,236.35,237.11,56515400,206.45,0.0015629619617074653,203.65357142857144,200.02315789473684
2017-02-28,2017,2,28,Tuesday,09,2017-09,236.67,236.95,236.02,236.47,96961900,205.9,-0.002699318851034138,204.12214285714285,200.17384615384614
2017-03-01,2017,3,1,Wednesday,09,2017-09,238.39,240.32,238.37,239.78,149158200,208.78,0.013997642430558344,204.77785714285713,200.389
2017-03-02,2017,3,2,Thursday,09,2017-09,239.56,239.57,238.21,238.27,70246000,207.46,-0.006297562802413226,205.25500000000002,200.56146341463415
2017-03-03,2017,3,3,Friday,09,2017-09,238.17,238.61,237.73,238.42,81974300,207.59,0.000629805086247881,205.68428571428572,200.72880952380953
2017-03-06,2017,3,6,Monday,10,2017-10,237.5,238.12,237.01,237.71,55391500,206.98,-0.002978132844409065,205.99214285714288,200.87418604651162
2017-03-07,2017,3,7,Tuesday,10,2017-10,237.36,237.77,236.76,237.0,65103700,206.36,-0.0029868811667318473,206.19785714285715,200.99886363636367
2017-03-08,2017,3,8,Wednesday,10,2017-10,237.34,237.64,236.4,236.56,78168800,205.97,-0.0018564307475390507,206.29928571428573,201.10933333333332
2017-03-09,2017,3,9,Thursday,10,2017-10,236.7,237.24,235.74,236.86,90683900,206.23,0.0012681225851831623,206.43214285714288,201.22065217391304
2017-03-10,2017,3,10,Friday,10,2017-10,237.97,238.02,236.59,237.69,81991700,206.96,0.0035041177323185124,206.59428571428572,201.34276595744683
2017-03-13,2017,3,13,Monday,11,2017-11,237.62,237.86,237.24,237.81,57256800,207.06,0.0005048228386659304,206.6764285714286,201.461875
2017-03-14,2017,3,14,Tuesday,11,2017-11,237.18,237.24,236.19,236.9,59880800,206.27,-0.003826523186662767,206.715,201.56
2017-03-15,2017,3,15,Wednesday,11,2017-11,237.56,239.44,237.29,238.95,96081800,208.05,0.008653438224838661,206.87071428571429,201.6898
2017-03-16,2017,3,16,Thursday,11,2017-11,239.11,239.2,238.1,238.48,78344000,207.65,-0.0019669128284095505,206.9792857142857,201.92039999999997
2017-03-17,2017,3,17,Friday,11,2017-11,237.75,237.97,237.03,237.03,89002100,207.28,-0.001756066575476889,207.03857142857143,202.12040000000002
2017-03-20,2017,3,20,Monday,12,2017-12,237.03,237.36,236.32,236.77,52537000,207.05,-0.0010968498545790295,207.12071428571429,202.31879999999998
2017-03-21,2017,3,21,Tuesday,12,2017-12,237.47,237.61,233.58,233.73,131809300,204.4,-0.012839423125037386,206.80785714285713,202.4502
2017-03-22,2017,3,22,Wednesday,12,2017-12,233.77,234.61,233.05,234.28,97569200,204.88,0.0023528519436728512,206.62357142857144,202.6042
2017-03-23,2017,3,23,Thursday,12,2017-12,234.28,235.34,233.6,234.03,100410300,204.66,-0.0010669745098403904,206.41428571428568,202.7538
2017-03-24,2017,3,24,Friday,12,2017-12,234.38,235.04,232.96,233.86,112504900,204.51,-0.000726416045302436,206.23785714285714,202.88920000000002
2017-03-27,2017,3,27,Monday,13,2017-13,231.93,233.92,231.61,233.62,87454500,204.3,-0.001026436427159605,206.0907142857143,203.0304
2017-03-28,2017,3,28,Tuesday,13,2017-13,233.27,235.81,233.14,235.32,93483900,205.79,0.007277059754764448,206.07785714285714,203.19240000000002
2017-03-29,2017,3,29,Wednesday,13,2017-13,234.99,235.81,234.73,235.54,61950400,205.98,0.0009347224706213186,206.06,203.372
2017-03-30,2017,3,30,Thursday,13,2017-13,235.47,236.52,235.27,236.29,56737900,206.63,0.003184244833047245,206.03642857142856,203.556
2017-03-31,2017,3,31,Friday,13,2017-13,235.9,236.51,235.68,235.74,73733100,206.15,-0.0023278042904616436,205.97142857142856,203.745
2017-04-03,2017,4,3,Monday,14,2017-14,235.8,236.03,233.91,235.33,85546500,205.79,-0.0017389536952321372,205.93714285714285,203.9124
2017-04-04,2017,4,4,Tuesday,14,2017-14,235.0,235.58,234.56,235.48,56466200,205.93,0.0006372836989056996,205.78571428571428,204.09279999999998
2017-04-05,2017,4,5,Wednesday,14,2017-14,236.26,237.39,234.54,234.78,108800600,205.31,-0.002972467019435432,205.61857142857144,204.23559999999998
2017-04-06,2017,4,6,Thursday,14,2017-14,234.94,236.04,234.43,235.44,69135800,205.89,0.0028109141832850515,205.5192857142857,204.3556
2017-04-07,2017,4,7,Friday,14,2017-14,235.15,236.0,234.64,235.2,74412300,205.68,-0.0010193259123778553,205.42142857142855,204.47560000000001
2017-04-10,2017,4,10,Monday,15,2017-15,235.36,236.26,234.73,235.34,67615300,205.8,0.0005951269474326892,205.52142857142857,204.60420000000002
2017-04-11,2017,4,11,Tuesday,15,2017-15,234.9,235.18,233.34,235.06,88045300,205.56,-0.0011897683921978652,205.57,204.75279999999998
2017-04-12,2017,4,12,Wednesday,15,2017-15,234.74,234.96,233.77,234.03,81864400,204.66,-0.004381710301161301,205.57,204.88379999999998
2017-04-13,2017,4,13,Thursday,15,2017-15,233.64,234.49,232.51,232.51,92880400,203.33,-0.00649487370813806,205.4857142857143,204.9866
2017-04-17,2017,4,17,Monday,16,2017-16,233.11,234.57,232.88,234.57,68405400,205.13,0.008859755028625127,205.545,205.1228
2017-04-18,2017,4,18,Tuesday,16,2017-16,233.72,234.49,233.08,233.87,83225800,204.52,-0.002984072968007845,205.4542857142857,205.21940000000004
2017-04-19,2017,4,19,Wednesday,16,2017-16,234.52,234.95,233.18,233.44,68699900,204.14,-0.0018388070658955646,205.32285714285715,205.31560000000002
2017-04-20,2017,4,20,Thursday,16,2017-16,234.15,235.85,233.78,235.34,92572200,205.8,0.008139112220111988,205.26357142857142,205.4448
2017-04-21,2017,4,21,Friday,16,2017-16,235.25,235.31,234.13,234.59,110389800,205.15,-0.0031869511167340603,205.19214285714287,205.5558
2017-04-24,2017,4,24,Monday,17,2017-17,237.18,237.41,234.56,237.17,119209900,207.4,0.010998016663301025,205.30714285714288,205.6882
2017-04-25,2017,4,25,Tuesday,17,2017-17,237.91,238.95,237.81,238.55,76698300,208.61,0.005818702216786598,205.49857142857144,205.82879999999997
2017-04-26,2017,4,26,Wednesday,17,2017-17,238.51,239.53,238.35,238.4,84702500,208.48,-0.0006287547174890218,205.725,205.945
2017-04-27,2017,4,27,Thursday,17,2017-17,238.77,238.95,237.98,238.6,57410300,208.65,0.0008390622410865411,205.92214285714286,206.04840000000002
2017-04-28,2017,4,28,Friday,17,2017-17,238.9,238.93,237.93,238.08,63532800,208.2,-0.0021796305136864147,206.10214285714287,206.1214
2017-05-01,2017,5,1,Monday,18,2017-18,238.68,239.17,238.2,238.68,66882500,208.72,0.002520130592982728,206.31071428571428,206.2084
2017-05-02,2017,5,2,Tuesday,18,2017-18,238.84,238.98,238.3,238.77,57375700,208.8,0.00037722284593133537,206.54214285714286,206.29059999999998
2017-05-03,2017,5,3,Wednesday,18,2017-18,238.77,238.88,237.7,238.48,73137700,208.55,-0.0012146233903828074,206.82,206.3434
2017-05-04,2017,5,4,Thursday,18,2017-18,238.83,238.92,237.78,238.76,61462700,208.79,0.0011740297535987043,207.20999999999998,206.4046
2017-05-05,2017,5,5,Friday,18,2017-18,239.19,239.72,238.68,239.7,62001300,209.62,0.00393715000735928,207.5307142857143,206.47960000000003
2017-05-08,2017,5,8,Monday,19,2017-19,239.75,239.92,239.17,239.66,48385700,209.58,-0.00016706247248388095,207.8921428571429,206.5486
2017-05-09,2017,5,9,Tuesday,19,2017-19,239.96,240.19,239.04,239.44,51363200,209.39,-0.0009177230188885943,208.26714285714283,206.6074
2017-05-10,2017,5,10,Wednesday,19,2017-19,239.39,239.87,239.15,239.87,54293800,209.76,0.0017959586885047951,208.55,206.6846
2017-05-11,2017,5,11,Thursday,19,2017-19,239.35,239.57,238.13,239.38,62358300,209.34,-0.0020427549884808327,208.8492857142857,206.69580000000002
2017-05-12,2017,5,12,Friday,19,2017-19,239.09,239.43,238.67,238.98,53912700,208.99,-0.0016712540871121062,208.96285714285713,206.72639999999998
2017-05-15,2017,5,15,Monday,20,2017-20,239.47,240.44,239.45,240.3,61918900,210.14,0.00552346574878082,209.07214285714284,206.77739999999997
2017-05-16,2017,5,16,Tuesday,20,2017-20,240.64,240.67,239.63,240.08,51241800,209.95,-0.0009153513483134423,209.17714285714283,206.8368
2017-05-17,2017,5,17,Wednesday,20,2017-20,240.08,240.08,235.75,235.82,172174100,206.22,-0.017743967561961504,209.00357142857143,206.83399999999997
2017-05-18,2017,5,18,Thursday,20,2017-20,235.73,237.75,235.43,236.77,107047700,207.05,0.004028408999680488,208.92142857142858,206.8556
2017-05-19,2017,5,19,Friday,20,2017-20,237.33,239.08,237.27,238.31,115011400,208.4,0.006504165936779938,208.89857142857142,206.899
2017-05-22,2017,5,22,Monday,21,2017-21,238.9,239.71,238.82,239.52,61010600,209.46,0.0050773500545295835,208.94571428571427,206.94899999999998
2017-05-23,2017,5,23,Tuesday,21,2017-21,239.95,240.24,239.51,240.05,48341700,209.92,0.0022127097863635647,209.04357142857143,207.00619999999998
2017-05-24,2017,5,24,Wednesday,21,2017-21,240.32,240.73,239.93,240.61,46927700,210.41,0.0023329205141016107,209.1592857142857,207.08899999999997
2017-05-25,2017,5,25,Thursday,21,2017-21,241.2,242.08,240.96,241.76,64071700,211.42,0.004779278538084908,209.28785714285712,207.1564
2017-05-26,2017,5,26,Friday,21,2017-21,241.54,241.9,241.45,241.71,46629900,211.37,-0.00020656157046838874,209.41571428571427,207.23080000000002
2017-05-30,2017,5,30,Tuesday,22,2017-22,241.34,241.79,241.16,241.5,35201900,211.19,-0.0008689361707656662,209.5442857142857,207.30900000000003
2017-05-31,2017,5,31,Wednesday,22,2017-22,241.84,241.88,240.64,241.44,91796000,211.14,-0.0002482563172779839,209.64285714285714,207.3908
2017-06-01,2017,6,1,Thursday,22,2017-22,241.97,243.38,241.64,243.36,68962000,212.82,0.007952245478061837,209.89142857142858,207.55919999999998
2017-06-02,2017,6,2,Friday,22,2017-22,243.42,244.35,243.08,244.17,88666100,213.52,0.0033284257539936135,210.21499999999997,207.732
2017-06-05,2017,6,5,Monday,23,2017-23,243.97,244.3,243.76,243.99,44698800,213.37,-0.0007372679253222492,210.4457142857143,207.90619999999998
2017-06-06,2017,6,6,Tuesday,23,2017-23,243.34,243.98,243.12,243.21,50375400,212.69,-0.0031968272872973102,210.64142857142855,208.0698
2017-06-07,2017,6,7,Wednesday,23,2017-23,243.6,243.92,242.83,243.66,54144300,213.08,0.0018502659210217764,211.1314285714286,208.24540000000002
2017-06-08,2017,6,8,Thursday,23,2017-23,243.77,244.33,243.17,243.78,65950700,213.18,0.0004922542991152579,211.5692857142857,208.3932
2017-06-09,2017,6,9,Friday,23,2017-23,244.09,245.01,241.95,243.41,132256400,212.86,-0.0015176218565604582,211.88785714285717,208.53080000000003
2017-06-12,2017,6,12,Monday,24,2017-24,243.13,243.42,242.38,243.36,86108100,212.82,-0.0002053046889325394,212.12785714285715,208.6546
2017-06-13,2017,6,13,Tuesday,24,2017-24,243.98,244.61,243.58,244.55,60067000,213.86,0.004889965207188762,212.40928571428572,208.80880000000002
2017-06-14,2017,6,14,Wednesday,24,2017-24,244.86,244.87,243.29,244.24,78602300,213.59,-0.0012677542135096642,212.63642857142858,208.9648
2017-06-15,2017,6,15,Thursday,24,2017-24,242.68,243.91,242.36,243.77,66464900,213.17,-0.0019244058628188343,212.76142857142858,209.1096
2017-06-16,2017,6,16,Friday,24,2017-24,242.77,242.83,241.63,242.64,84553100,213.22,0.00021852987302639626,212.89357142857142,209.26780000000002
2017-06-19,2017,6,19,Monday,25,2017-25,243.59,244.73,243.48,244.66,65123800,215.0,0.00832507793399917,213.1657142857143,209.45
2017-06-20,2017,6,20,Tuesday,25,2017-25,244.25,244.26,242.99,243.01,56906400,213.55,-0.006744137603827971,213.33785714285713,209.60739999999998
2017-06-21,2017,6,21,Wednesday,25,2017-25,243.46,243.59,242.41,242.95,55977600,213.49,-0.00024673115164786097,213.3857142857143,209.7612
2017-06-22,2017,6,22,Thursday,25,2017-25,242.96,243.53,242.64,242.84,44148100,213.4,-0.0004529881170309835,213.37714285714287,209.91800000000003
2017-06-23,2017,6,23,Friday,25,2017-25,242.91,243.51,242.47,243.13,66986800,213.65,0.0011944055998058811,213.39714285714285,210.09780000000003
2017-06-26,2017,6,26,Monday,26,2017-26,243.9,244.38,243.05,243.29,56700500,213.79,0.0006580534088831413,213.4757142857143,210.30700000000002
2017-06-27,2017,6,27,Tuesday,26,2017-26,243.04,243.38,241.31,241.33,82247700,212.07,-0.008056388366466383,213.4035714285714,210.4458
2017-06-28,2017,6,28,Wednesday,26,2017-26,242.5,243.72,242.23,243.49,70042600,213.97,0.008950631008045828,213.46,210.63479999999998
2017-06-29,2017,6,29,Thursday,26,2017-26,243.66,243.72,239.96,241.35,106949700,212.09,-0.00878893240899925,213.405,210.7938
2017-06-30,2017,6,30,Friday,26,2017-26,242.28,242.71,241.58,241.8,86820700,212.48,0.0018643980974131225,213.3807142857143,210.9274
2017-07-03,2017,7,3,Monday,27,2017-27,242.88,243.38,242.21,242.21,39153800,212.84,0.0016956180352518668,213.30785714285713,211.0812
2017-07-05,2017,7,5,Wednesday,27,2017-27,242.63,243.01,241.7,242.77,54427600,213.34,0.0023122940431652417,213.29,211.2
2017-07-06,2017,7,6,Thursday,27,2017-27,241.89,242.03,240.34,240.55,65400800,211.38,-0.009144655397988144,213.16214285714287,211.2554
2017-07-07,2017,7,7,Friday,27,2017-27,241.21,242.28,240.56,242.11,57972300,212.76,0.006485088519220472,213.12928571428571,211.34099999999998
2017-07-10,2017,7,10,Monday,28,2017-28,242.11,242.8,241.76,242.37,36663300,212.98,0.0010740751073698984,212.98499999999999,211.42759999999998
2017-07-11,2017,7,11,Tuesday,28,2017-28,242.37,242.55,240.85,242.19,50354600,212.83,-0.0007429359294777171,212.9335714285714,211.52020000000002
2017-07-12,2017,7,12,Wednesday,28,2017-28,243.3,244.2,243.3,244.01,59610400,214.43,0.0075148957556998575,213.0007142857143,211.6344
2017-07-13,2017,7,13,Thursday,28,2017-28,244.02,244.55,243.76,244.42,39471600,214.79,0.001680331890632658,213.1,211.75420000000003
2017-07-14,2017,7,14,Friday,28,2017-28,244.42,245.97,244.31,245.56,60262700,215.79,0.004664044840529957,213.25285714285715,211.89899999999997
2017-07-17,2017,7,17,Monday,29,2017-29,245.47,245.91,245.33,245.53,33531900,215.76,-0.00012226126631553758,213.39357142857142,212.0384
2017-07-18,2017,7,18,Tuesday,29,2017-29,245.06,245.72,244.67,245.66,42742500,215.88,0.0005294157042690095,213.66571428571427,212.1636
2017-07-19,2017,7,19,Wednesday,29,2017-29,246.02,247.0,246.01,246.99,51034300,217.04,0.005414344748011279,213.885,212.31279999999998
2017-07-20,2017,7,20,Thursday,29,2017-29,247.28,247.42,246.47,247.1,47135200,217.14,0.00044515675148892875,214.24571428571426,212.46779999999998
2017-07-21,2017,7,21,Friday,29,2017-29,246.44,246.91,246.18,246.88,82340800,216.95,-0.0008903389788226246,214.565,212.6116
2017-07-24,2017,7,24,Monday,30,2017-30,246.79,246.98,246.28,246.82,46622300,216.89,-0.0002428634678975916,214.8542857142857,212.7626
2017-07-25,2017,7,25,Tuesday,30,2017-30,247.68,247.8,247.16,247.42,54915600,217.42,0.0024306316715738685,215.1457142857143,212.9312
2017-07-26,2017,7,26,Wednesday,30,2017-30,247.75,247.79,247.13,247.43,47575400,217.43,4.070471940331721e-05,215.5778571428571,213.077
2017-07-27,2017,7,27,Thursday,30,2017-30,247.96,248.0,245.68,247.2,70766600,217.23,-0.0009297842695575875,215.89714285714285,213.22259999999997
2017-07-28,2017,7,28,Friday,30,2017-30,246.65,247.06,246.13,246.91,50088400,216.97,-0.0011729879400487198,216.18214285714288,213.43760000000003
2017-07-31,2017,7,31,Monday,31,2017-31,247.37,247.48,246.53,246.77,65838700,216.85,-0.0005672454501866042,216.46928571428572,213.63359999999997
2017-08-01,2017,8,1,Tuesday,31,2017-31,247.46,247.5,246.72,247.32,55050400,217.33,0.0022288947395381342,216.67642857142854,213.81219999999996
2017-08-02,2017,8,2,Wednesday,31,2017-31,247.47,247.6,246.37,247.44,47211200,217.44,0.0004855649051997979,216.8657142857143,213.9718
2017-08-03,2017,8,3,Thursday,31,2017-31,247.31,247.34,246.64,246.96,40856000,217.02,-0.0019403345375337278,216.95357142857142,214.1138
2017-08-04,2017,8,4,Friday,31,2017-31,247.52,247.79,246.97,247.41,60191800,217.41,0.0018223276266358113,217.07142857142858,214.2538
2017-08-07,2017,8,7,Monday,32,2017-32,247.49,247.87,247.37,247.87,31995000,217.82,0.001859368231690528,217.21,214.3818
2017-08-08,2017,8,8,Tuesday,32,2017-32,247.51,248.91,246.83,247.26,61719400,217.28,-0.002461106330763796,217.22714285714284,214.5
2017-08-09,2017,8,9,Wednesday,32,2017-32,246.47,247.31,246.06,247.25,62632600,217.27,-4.023947332221223e-05,217.23642857142858,214.6216
2017-08-10,2017,8,10,Thursday,32,2017-32,246.29,246.44,243.7,243.76,120479500,214.21,-0.014115563990500624,217.04071428571427,214.683
2017-08-11,2017,8,11,Friday,32,2017-32,244.02,244.8,243.75,244.12,74869900,214.52,0.0014770431099981884,216.87142857142857,214.717
2017-08-14,2017,8,14,Monday,33,2017-33,245.59,246.79,245.55,246.54,73291900,216.65,0.009913210242296744,216.81642857142856,214.7796
2017-08-15,2017,8,15,Tuesday,33,2017-33,246.98,247.0,246.16,246.51,55242700,216.62,-0.0001217048311323854,216.75857142857143,214.8446
2017-08-16,2017,8,16,Wednesday,33,2017-33,247.11,247.57,246.45,246.94,56715500,217.0,0.0017443664865808284,216.74214285714288,214.9308
2017-08-17,2017,8,17,Thursday,33,2017-33,246.24,246.6,243.09,243.09,128490400,213.62,-0.015590955608768331,216.50285714285715,214.9416
2017-08-18,2017,8,18,Friday,33,2017-33,242.9,244.19,242.2,242.71,136748000,213.28,-0.0015634020348298527,216.24785714285713,214.9436
2017-08-21,2017,8,21,Monday,34,2017-34,242.64,243.2,241.83,242.9,65469700,213.45,0.0007833185276187038,215.9707142857143,214.95539999999997
2017-08-22,2017,8,22,Tuesday,34,2017-34,243.57,245.62,243.55,245.44,63140100,215.68,0.010456541226965266,215.845,215.0126
2017-08-23,2017,8,23,Wednesday,34,2017-34,244.33,245.05,244.16,244.56,50203800,214.91,-0.0035853017485120153,215.6942857142857,215.03359999999998
2017-08-24,2017,8,24,Thursday,34,2017-34,245.0,245.18,243.75,243.99,50741700,214.41,-0.002330403702574313,215.48000000000002,215.05
2017-08-25,2017,8,25,Friday,34,2017-34,244.9,245.61,244.39,244.56,64445900,214.91,0.002335847169466554,215.27214285714285,215.08480000000003
2017-08-28,2017,8,28,Monday,35,2017-35,245.17,245.2,244.09,244.57,40565600,214.92,4.096773311768054e-05,215.10357142857146,215.11879999999996
2017-08-29,2017,8,29,Tuesday,35,2017-35,243.06,245.15,242.93,244.85,51135700,215.16,0.0011448485860534596,214.95285714285714,215.122
2017-08-30,2017,8,30,Wednesday,35,2017-35,244.83,246.32,244.62,246.01,62030800,216.18,0.004737621708937878,215.09357142857147,215.1746
2017-08-31,2017,8,31,Thursday,35,2017-35,246.72,247.77,246.05,247.49,103803900,217.48,0.006016052500035007,215.305,215.25440000000003
2017-09-01,2017,9,1,Friday,35,2017-35,247.92,248.33,247.67,247.84,62007000,217.79,0.0014140886589739665,215.38642857142855,215.34219999999996
2017-09-05,2017,9,5,Tuesday,36,2017-36,247.26,247.52,244.95,246.06,91398800,216.23,-0.0071820861420158755,215.35857142857142,215.39379999999997
2017-09-06,2017,9,6,Wednesday,36,2017-36,246.84,247.28,246.23,246.9,57916900,216.96,0.003413748426323693,215.35571428571424,215.4572
2017-09-07,2017,9,7,Thursday,36,2017-36,247.25,247.27,246.4,246.87,58034700,216.94,-0.00012145707701971542,215.59285714285713,215.55460000000002
2017-09-08,2017,9,8,Friday,36,2017-36,246.54,247.11,246.3,246.58,63832800,216.68,-0.001174626271902235,215.83571428571432,215.60879999999997
2017-09-11,2017,9,11,Monday,37,2017-37,248.04,249.3,248.02,249.21,71364800,218.99,0.010665966789544123,216.23142857142855,215.7468
2017-09-12,2017,9,12,Tuesday,37,2017-37,249.63,250.09,249.42,250.05,56896000,219.73,0.0033706680668845745,216.5207142857143,215.8918
2017-09-13,2017,9,13,Wednesday,37,2017-37,249.72,250.21,249.59,250.17,59228000,219.84,0.00047984688231816897,216.87285714285716,216.0318
2017-09-14,2017,9,14,Thursday,37,2017-37,249.8,250.32,249.6,250.09,95446300,219.77,-0.00032004526582529724,217.25571428571428,216.16039999999998
2017-09-15,2017,9,15,Friday,37,2017-37,248.69,249.29,248.57,249.19,95432400,220.06,0.0013464812147367944,217.62357142857144,216.334
2017-09-18,2017,9,18,Monday,38,2017-38,249.61,250.12,249.28,249.72,46235200,220.53,0.0021270106008695056,218.02428571428572,216.4894
2017-09-19,2017,9,19,Tuesday,38,2017-38,250.0,250.07,249.6,249.97,47108100,220.75,0.001000982854873378,218.42357142857145,216.6448
2017-09-20,2017,9,20,Wednesday,38,2017-38,250.07,250.19,248.92,250.06,59574100,220.83,0.0003599851858631098,218.75571428571428,216.8048
2017-09-21,2017,9,21,Thursday,38,2017-38,249.88,249.98,249.19,249.39,48211400,220.24,-0.002679293859306653,218.95285714285714,216.92100000000002
2017-09-22,2017,9,22,Friday,38,2017-38,249.05,249.63,249.02,249.44,51214000,220.28,0.00020043379054590638,219.1307142857143,217.03079999999997
2017-09-25,2017,9,25,Monday,39,2017-39,249.15,249.55,248.08,248.93,57064400,219.83,-0.0020445275604268343,219.38785714285717,217.1116
2017-09-26,2017,9,26,Tuesday,39,2017-39,249.42,249.7,248.81,249.08,54082000,219.97,0.0006025513444058994,219.60285714285715,217.19580000000002
2017-09-27,2017,9,27,Wednesday,39,2017-39,249.88,250.49,248.87,250.05,81001400,220.82,0.0038944898608133105,219.88000000000002,217.2946
2017-09-28,2017,9,28,Thursday,39,2017-39,249.73,250.44,249.63,250.35,44778800,221.09,0.0011997047518452764,220.195,217.37560000000002
